,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
269,Bensonhurst,40.61100890202044,-73.99517998380729,Cup O Yogurt,40.602438,-73.993752,Frozen Yogurt Shop
270,Bensonhurst,40.61100890202044,-73.99517998380729,Burger King,40.6021572477629,-73.9945639378856,Fast Food Restaurant
271,Bensonhurst,40.61100890202044,-73.99517998380729,Koo Koo Chicken,40.608486,-74.005199,Malay Restaurant
272,Bensonhurst,40.61100890202044,-73.99517998380729,Seth Low Park,40.608315,-73.98644,Playground
273,Bensonhurst,40.61100890202044,-73.99517998380729,T-Mobile,40.6025103,-73.9941825,Mobile Phone Shop
274,Bensonhurst,40.61100890202044,-73.99517998380729,CVS pharmacy,40.619065921472526,-73.99053039987226,Pharmacy
275,Bensonhurst,40.61100890202044,-73.99517998380729,Dunkin',40.6125452,-74.0004494,Donut Shop
276,Bensonhurst,40.61100890202044,-73.99517998380729,Pho 18 Ave,40.615486,-73.99423,Vietnamese Restaurant
277,Bensonhurst,40.61100890202044,-73.99517998380729,TD Bank,40.60226285185283,-73.99386890977888,Bank
278,Bensonhurst,40.61100890202044,-73.99517998380729,CVS pharmacy,40.6025827767678,-73.99469135947518,Pharmacy
279,Bensonhurst,40.61100890202044,-73.99517998380729,Italian Records,40.615259,-73.993741,Record Shop
280,Bensonhurst,40.61100890202044,-73.99517998380729,Tong Xin Hot Pot Inc,40.615397,-73.994201,Asian Restaurant
281,Bensonhurst,40.61100890202044,-73.99517998380729,Tulo's Colombian Restaurant & Bakery,40.613003000000006,-74.00102,Café
282,Sunset Park,40.64510294925429,-74.01031618527784,La Isla Cuchifritos,40.64524495461266,-74.01019971163103,Latin American Restaurant
283,Sunset Park,40.64510294925429,-74.01031618527784,Nieves tia Mimi,40.646452,-74.008702,Ice Cream Shop
284,Sunset Park,40.64510294925429,-74.01031618527784,Tacos Matamoros,40.647747912107135,-74.00762106670679,Mexican Restaurant
285,Sunset Park,40.64510294925429,-74.01031618527784,Tacos El Bronco,40.64816811660927,-74.00579459881264,Food Truck
286,Sunset Park,40.64510294925429,-74.01031618527784,Sunset Park,40.64831676001617,-74.00480758050514,Park
287,Sunset Park,40.64510294925429,-74.01031618527784,Café Zona Sur,40.65010495156837,-74.00886710905674,Café
288,Sunset Park,40.64510294925429,-74.01031618527784,La Gran Via Bakery,40.64757445977959,-74.00777573866056,Bakery
289,Sunset Park,40.64510294925429,-74.01031618527784,Johnny's Pizzeria,40.640466667469035,-74.01517042033417,Pizza Place
290,Sunset Park,40.64510294925429,-74.01031618527784,Ricos Tacos,40.644426211291815,-74.01070548851418,Mexican Restaurant
291,Sunset Park,40.64510294925429,-74.01031618527784,Five Boroughs Brewing Co.,40.650610751461315,-74.01462060063614,Brewery
292,Sunset Park,40.64510294925429,-74.01031618527784,Don Paco Lopez Panaderia,40.648016864662765,-74.01084252540383,Bakery
293,Sunset Park,40.64510294925429,-74.01031618527784,Cafe Lore,40.648474,-74.01008900000001,Italian Restaurant
294,Sunset Park,40.64510294925429,-74.01031618527784,Luigi's Pizza,40.64677589775821,-74.00870886603244,Pizza Place
295,Sunset Park,40.64510294925429,-74.01031618527784,Slimak,40.65140866619029,-74.00778732100122,Coffee Shop
296,Sunset Park,40.64510294925429,-74.01031618527784,Yafa,40.64932640392034,-74.00928944349289,Café
297,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.645668113525105,-74.01306802885341,Bank
298,Sunset Park,40.64510294925429,-74.01031618527784,La Brasa Peruana,40.6469637960188,-74.0084431205736,Latin American Restaurant
299,Sunset Park,40.64510294925429,-74.01031618527784,International Restaurant,40.648354153951686,-74.00708640459607,Latin American Restaurant
300,Sunset Park,40.64510294925429,-74.01031618527784,Royal Kings Pizza,40.64369981623152,-74.01174040252202,Pizza Place
301,Sunset Park,40.64510294925429,-74.01031618527784,Lao Jie Hotpot,40.63935,-74.00491,Hotpot Restaurant
302,Sunset Park,40.64510294925429,-74.01031618527784,Charles's Pizzeria,40.645623,-74.010191,Pizza Place
303,Sunset Park,40.64510294925429,-74.01031618527784,Mr. C's Cycles,40.644389,-74.004227,Bike Shop
304,Sunset Park,40.64510294925429,-74.01031618527784,Kai Feng Fu Dumpling House,40.6420844056405,-74.00229894508199,Dumpling Restaurant
305,Sunset Park,40.64510294925429,-74.01031618527784,Escalon 2 Record Shop,40.64917783802334,-74.00944681841958,Record Shop
306,Sunset Park,40.64510294925429,-74.01031618527784,Bravo Supermarkets,40.647548743333125,-74.01199169528479,Grocery Store
307,Sunset Park,40.64510294925429,-74.01031618527784,Ba Xuyên,40.64523489264473,-73.99949042557074,Vietnamese Restaurant
308,Sunset Park,40.64510294925429,-74.01031618527784,Sunset Deli,40.65029349152279,-74.00850359052704,Deli / Bodega
309,Sunset Park,40.64510294925429,-74.01031618527784,Pollo Campero,40.647646,-74.008087,Fried Chicken Joint
310,Sunset Park,40.64510294925429,-74.01031618527784,Maria's Bistro Mexicano,40.65147631753588,-74.00375403004021,Mexican Restaurant
311,Sunset Park,40.64510294925429,-74.01031618527784,China Delight,40.650359,-74.004498,Chinese Restaurant
312,Sunset Park,40.64510294925429,-74.01031618527784,L’Wren,40.650721000000004,-74.004876,Cocktail Bar
313,Sunset Park,40.64510294925429,-74.01031618527784,Boat House,40.64200919288352,-74.00273040980557,Seafood Restaurant
314,Sunset Park,40.64510294925429,-74.01031618527784,Castillo Restaurant,40.650484999999996,-74.00510600000001,Latin American Restaurant
315,Sunset Park,40.64510294925429,-74.01031618527784,Köfte Piyaz,40.65152914404684,-74.00358795350303,Kofte Place
316,Sunset Park,40.64510294925429,-74.01031618527784,La Flor Bakery,40.650143,-74.00472099999999,Bakery
317,Sunset Park,40.64510294925429,-74.01031618527784,Chase Bank,40.6429299,-74.0123737,Bank
318,Sunset Park,40.64510294925429,-74.01031618527784,Las Rosas Bakery,40.64147952950489,-74.01789262558218,Bakery
319,Sunset Park,40.64510294925429,-74.01031618527784,Mi Castillo Restaurant,40.650202,-74.009103,Spanish Restaurant
320,Sunset Park,40.64510294925429,-74.01031618527784,Pacificana,40.638206,-74.00624,Dim Sum Restaurant
321,Sunset Park,40.64510294925429,-74.01031618527784,J-Petal Japanese Crepe & Thai Ice Cream,40.64619260383533,-74.00916086072763,Creperie
322,Sunset Park,40.64510294925429,-74.01031618527784,Pariscien Cafe Bakery,40.646956,-74.011636,Breakfast Spot
323,Sunset Park,40.64510294925429,-74.01031618527784,Yun Nan Flavour Garden,40.64010164803933,-74.00477990215131,Chinese Restaurant
324,Sunset Park,40.64510294925429,-74.01031618527784,Mister Hot Pot 鍋大爺,40.63930017413225,-74.00562568761407,Asian Restaurant
325,Sunset Park,40.64510294925429,-74.01031618527784,Generoso's Bakery,40.64039386917109,-74.01523052752215,Bakery
326,Sunset Park,40.64510294925429,-74.01031618527784,Lucky Vegetarian,40.640332,-74.00415799999999,Vegetarian / Vegan Restaurant
327,Sunset Park,40.64510294925429,-74.01031618527784,Tacos El Bronco,40.652097,-74.003069,Mexican Restaurant
328,Sunset Park,40.64510294925429,-74.01031618527784,AT&T,40.644251636819696,-74.01151838342616,Mobile Phone Shop
329,Sunset Park,40.64510294925429,-74.01031618527784,T Baar (茶霸 Tbaar inc.),40.64165369847825,-74.00311799663403,Tea Room
330,Sunset Park,40.64510294925429,-74.01031618527784,TD Bank,40.6525154,-74.0055459,Bank
331,Sunset Park,40.64510294925429,-74.01031618527784,ASEA,40.64570303526693,-73.99903464151451,Asian Restaurant
332,Sunset Park,40.64510294925429,-74.01031618527784,Thanh Da,40.63658796023667,-74.01202883591073,Vietnamese Restaurant
333,Sunset Park,40.64510294925429,-74.01031618527784,Jalapeño Restaurant,40.641025,-74.014975,Mexican Restaurant
334,Sunset Park,40.64510294925429,-74.01031618527784,El Yayo Nuevo,40.64148892690751,-74.01771144528597,Spanish Restaurant
335,Sunset Park,40.64510294925429,-74.01031618527784,Hot Space 麻辣空间,40.640613,-74.00483100000001,Szechuan Restaurant
336,Sunset Park,40.64510294925429,-74.01031618527784,Puebla Mini Market / Tortas a la Plancha Don Pepe,40.651106634990285,-74.00418351832619,Mexican Restaurant
337,Sunset Park,40.64510294925429,-74.01031618527784,Restaurant On 58st Inc. (勝記小館),40.63693930379453,-74.00871928011888,Chinese Restaurant
338,Sunset Park,40.64510294925429,-74.01031618527784,Savoy Bakery,40.64924978201449,-74.00954391029605,Bakery
339,Sunset Park,40.64510294925429,-74.01031618527784,Sweet Dynasty Homemade Ice Cream,40.639887,-74.016098,Ice Cream Shop
340,Sunset Park,40.64510294925429,-74.01031618527784,Jaguars 3,40.65029835157817,-74.01419548488389,Nightclub
341,Sunset Park,40.64510294925429,-74.01031618527784,Popeyes Louisiana Kitchen,40.645325,-74.010058,Fried Chicken Joint
342,Sunset Park,40.64510294925429,-74.01031618527784,Paris Baguette,40.636451,-74.008713,Bakery
343,Sunset Park,40.64510294925429,-74.01031618527784,Duane Reade,40.645009985076406,-74.01077739894384,Pharmacy
344,Sunset Park,40.64510294925429,-74.01031618527784,Great Taste Dumpling,40.644603,-73.999972,Dumpling Restaurant
345,Sunset Park,40.64510294925429,-74.01031618527784,Angel's Bakery,40.650411,-74.0047087,Bakery
346,Sunset Park,40.64510294925429,-74.01031618527784,Blink Fitness,40.64550178917616,-74.01314300000001,Gym
347,Sunset Park,40.64510294925429,-74.01031618527784,Tulcingo Restaurant,40.641949446300465,-74.01367758849051,Mexican Restaurant
348,Sunset Park,40.64510294925429,-74.01031618527784,Casa Vieja Restaurant,40.63929386041881,-74.01637485172559,Mexican Restaurant
349,Sunset Park,40.64510294925429,-74.01031618527784,Xin Fa Bakery Inc.,40.63736323466158,-74.00761252293067,Bakery
350,Sunset Park,40.64510294925429,-74.01031618527784,Wyndham Garden Hotel,40.651872,-74.00450500000001,Hotel
351,Sunset Park,40.64510294925429,-74.01031618527784,GNC,40.643198,-74.01193599999999,Supplement Shop
352,Sunset Park,40.64510294925429,-74.01031618527784,Irish Haven,40.64195566250535,-74.01719824649268,Bar
353,Sunset Park,40.64510294925429,-74.01031618527784,Capital One Bank,40.644864,-74.010161,Bank
354,Sunset Park,40.64510294925429,-74.01031618527784,Richie's Gym,40.64535371655458,-74.01360934784394,Gym
355,Sunset Park,40.64510294925429,-74.01031618527784,New York & Company,40.643407,-74.0125,Women's Store
356,Sunset Park,40.64510294925429,-74.01031618527784,GameStop,40.642815,-74.013064,Video Game Store
357,Sunset Park,40.64510294925429,-74.01031618527784,The One and Only Brooklyn,40.64372294187356,-74.02042138320792,Scenic Lookout
358,Sunset Park,40.64510294925429,-74.01031618527784,T-Mobile,40.64455309177842,-74.01055812835699,Mobile Phone Shop
359,Sunset Park,40.64510294925429,-74.01031618527784,Sunset Park Recreation Center,40.64650303445197,-74.00183459642007,Recreation Center
360,Sunset Park,40.64510294925429,-74.01031618527784,Gong Cha,40.636678497916854,-74.00828723703431,Bubble Tea Shop
361,Sunset Park,40.64510294925429,-74.01031618527784,Taqueria El Maguey,40.6521278,-74.006309,Food Court
362,Sunset Park,40.64510294925429,-74.01031618527784,Subway,40.64156410628253,-74.01378751427,Sandwich Place
363,Sunset Park,40.64510294925429,-74.01031618527784,Redang Island,40.64033082666177,-74.00460737492713,Malay Restaurant
364,Sunset Park,40.64510294925429,-74.01031618527784,George's Restaurant,40.64111550261905,-74.01434826397339,American Restaurant
365,Sunset Park,40.64510294925429,-74.01031618527784,Ten Ren's Tea Time 天仁,40.63630311721628,-74.00876092755028,Tea Room
366,Sunset Park,40.64510294925429,-74.01031618527784,川天下 (Chuan Tian Xia) (Chuan Tian Xia),40.639543,-74.008887,Szechuan Restaurant
367,Sunset Park,40.64510294925429,-74.01031618527784,Mai Thai,40.64277318886339,-74.00200987323561,Thai Restaurant
368,Sunset Park,40.64510294925429,-74.01031618527784,Papa John's Pizza,40.640646999999994,-74.015365,Pizza Place
369,Sunset Park,40.64510294925429,-74.01031618527784,Lan Ting Hot Pot BBQ,40.63750249102901,-74.0109793629317,Hotpot Restaurant
370,Sunset Park,40.64510294925429,-74.01031618527784,Little Caesars Pizza,40.64943431917549,-74.00582329112915,Pizza Place
371,Sunset Park,40.64510294925429,-74.01031618527784,Subway Deli and Grill,40.641638,-74.01767134666443,Sandwich Place
372,Sunset Park,40.64510294925429,-74.01031618527784,Met Foodmarkets,40.640266417151665,-74.01526699724226,Grocery Store
373,Sunset Park,40.64510294925429,-74.01031618527784,Thanh Da Inc. II,40.637419,-74.007922,Sandwich Place
374,Sunset Park,40.64510294925429,-74.01031618527784,Wong Wong Noodle Soup Inc.,40.638640114939115,-74.00632938373703,Asian Restaurant
375,Sunset Park,40.64510294925429,-74.01031618527784,Gia Lam,40.642034592241714,-74.00280292960247,Vietnamese Restaurant
376,Sunset Park,40.64510294925429,-74.01031618527784,Rite Aid,40.6436249,-74.0121408,Pharmacy
377,Sunset Park,40.64510294925429,-74.01031618527784,Baskin-Robbins,40.64527301773887,-74.0214200586883,Ice Cream Shop
378,Sunset Park,40.64510294925429,-74.01031618527784,Subway,40.65162266796986,-74.0038956136409,Sandwich Place
379,Sunset Park,40.64510294925429,-74.01031618527784,Lucky Eight 同樂小炒皇,40.63992167684604,-74.00502293783157,Chinese Restaurant
380,Sunset Park,40.64510294925429,-74.01031618527784,King's Kitchen,40.639410633212385,-74.00545878126029,Chinese Restaurant
381,Sunset Park,40.64510294925429,-74.01031618527784,Pho Viet,40.644641571089856,-74.00008469256333,Vietnamese Restaurant
